0.16,0.59,11.41
-0.16,0.16,11.53
0.35,0.59,10.90
0.24,0.71,11.30
0.12,0.47,11.18
0.51,0.20,10.59
0.04,1.18,10.00
0.20,0.67,10.75
0.08,0.04,12.04
0.31,1.10,10.00
0.08,0.90,12.59
0.27,0.27,10.20
-0.16,0.43,11.65
0.39,0.39,12.24
0.31,0.24,11.30
0.12,0.63,11.02
0.16,0.51,11.53
0.20,-0.08,11.92
0.12,-0.04,11.89
0.08,0.31,11.73
0.16,0.51,11.06
0.16,0.47,11.34
0.16,0.71,10.47
0.24,0.20,11.34
0.08,0.08,11.06
0.27,0.51,10.47
0.08,0.12,12.87
0.16,0.20,10.75
0.08,0.27,11.69
-0.39,0.47,12.20
0.04,2.16,6.94
0.55,0.00,11.89
0.20,0.31,11.65
0.78,0.47,10.67
0.04,-0.12,12.28
0.31,0.67,11.10
0.00,0.71,11.77
-0.12,0.04,11.89
0.20,0.51,11.18
0.43,0.63,11.41
0.24,0.16,11.30
0.27,0.39,11.53
0.31,0.75,11.38
0.16,0.43,11.34
0.12,0.39,11.34
0.16,0.71,10.51
0.31,0.51,9.14
0.20,0.59,11.02
0.27,1.29,9.30
0.00,-0.08,11.53
-0.08,0.08,12.40
0.55,0.59,11.38
0.00,0.08,12.71
-0.04,0.12,10.47
0.39,0.43,11.18
0.08,0.51,11.41
0.20,0.47,11.06
0.35,0.27,11.02
0.04,0.39,11.69
0.31,0.78,10.87
0.08,0.24,11.30
0.16,0.63,11.14
0.31,0.31,11.34
0.00,0.27,10.63
0.31,0.47,10.55
-0.16,0.51,12.59
0.20,0.75,10.55
0.31,0.31,11.92
-0.31,0.75,10.36
0.31,0.31,10.94
0.00,0.27,12.24
0.27,0.75,11.02
0.16,0.00,11.53
-0.04,0.39,11.85
0.35,0.63,11.22
0.16,0.27,11.61
-0.27,0.43,11.41
0.24,0.35,11.30
0.12,0.51,11.73
0.20,0.59,11.06
0.00,-0.24,12.59
-1.14,-0.08,14.67
0.86,0.94,9.49
-0.20,-0.51,12.28
0.27,0.90,10.90
0.16,0.90,11.18
-0.20,0.31,11.45
0.20,0.55,11.22
0.12,0.39,11.49
-0.12,0.39,11.22
0.35,0.35,11.45
0.12,0.63,11.34
0.08,0.24,11.45
0.20,0.47,11.38
0.12,0.75,11.14
0.12,0.35,11.41
0.20,0.35,10.94
0.31,1.06,12.32
0.27,-0.78,13.85
-0.94,-1.57,15.10
-0.43,-1.10,13.42
0.47,1.73,8.51
0.12,-0.31,12.08
-0.04,1.06,10.59
0.39,1.22,10.12
-0.12,0.20,12.28
0.04,0.63,10.90
0.08,0.78,11.22
0.24,0.39,11.69
0.12,0.71,11.18
0.08,0.00,11.81
0.27,0.59,11.77
0.20,0.78,11.18
0.35,0.35,11.18
0.78,0.24,10.67
0.04,2.12,2.51
0.51,-0.24,12.47
0.27,0.82,10.79
0.00,0.86,10.55
0.43,0.67,11.02
